2,1,759.62,331.14,48.51,98.74,1.00,-1,-1,-1
2,2,976.67,318.88,55.07,112.20,1.00,-1,-1,-1
2,3,967.34,214.81,45.95,108.00,1.00,-1,-1,-1
2,4,446.63,421.99,51.38,129.51,1.00,-1,-1,-1
2,5,1196.54,98.81,36.70,84.22,1.00,-1,-1,-1
2,6,755.45,624.86,76.29,95.14,1.00,-1,-1,-1
2,7,503.78,295.15,44.52,104.38,1.00,-1,-1,-1
2,8,171.46,294.06,43.48,112.71,1.00,-1,-1,-1
2,9,24.61,532.63,70.09,128.40,1.00,-1,-1,-1
2,10,800.71,79.14,35.37,92.20,1.00,-1,-1,-1
2,11,473.24,153.79,36.11,94.52,1.00,-1,-1,-1
2,12,135.65,25.39,43.12,76.76,1.00,-1,-1,-1
2,13,594.67,54.88,28.47,82.07,1.00,-1,-1,-1
2,14,727.08,31.79,28.86,69.03,1.00,-1,-1,-1
2,15,532.22,49.00,30.00,83.42,1.00,-1,-1,-1
2,16,568.56,45.98,27.10,84.24,1.00,-1,-1,-1
2,17,1117.75,7.78,35.09,85.24,1.00,-1,-1,-1
2,18,1076.34,10.78,27.34,73.44,1.00,-1,-1,-1
2,19,776.50,98.42,32.80,86.12,1.00,-1,-1,-1
2,22,616.77,119.80,37.23,90.05,1.00,-1,-1,-1
3,1,759.64,328.45,47.93,97.31,1.00,-1,-1,-1
3,2,978.37,320.07,54.82,111.93,1.00,-1,-1,-1
3,3,968.56,215.88,45.68,107.24,1.00,-1,-1,-1
3,4,448.20,419.06,48.86,123.11,1.00,-1,-1,-1
3,5,1196.89,100.65,37.00,84.74,1.00,-1,-1,-1
3,6,754.08,621.44,78.72,98.56,1.00,-1,-1,-1
3,7,504.02,293.23,44.16,103.40,1.00,-1,-1,-1
3,8,171.53,294.95,42.83,110.50,1.00,-1,-1,-1
3,9,26.28,534.00,69.00,126.32,1.00,-1,-1,-1
3,10,800.89,77.98,35.25,91.93,1.00,-1,-1,-1
3,11,473.26,150.45,36.54,95.64,1.00,-1,-1,-1
3,12,136.34,23.32,43.35,77.70,1.00,-1,-1,-1
3,13,595.65,55.41,28.32,81.44,1.00,-1,-1,-1
3,14,726.53,32.07,29.23,69.86,1.00,-1,-1,-1
3,15,531.99,48.23,30.01,83.68,1.00,-1,-1,-1
3,16,567.97,45.19,27.26,84.79,1.00,-1,-1,-1
3,17,1117.52,7.26,35.34,85.79,1.00,-1,-1,-1
3,18,1077.12,11.02,27.39,73.73,1.00,-1,-1,-1
3,19,777.23,96.40,33.12,87.06,1.00,-1,-1,-1
3,22,616.62,120.12,37.78,91.66,1.00,-1,-1,-1
4,1,759.92,326.18,46.45,93.91,1.00,-1,-1,-1
4,2,978.67,321.11,54.37,111.13,1.00,-1,-1,-1
4,3,969.97,216.92,45.69,106.99,1.00,-1,-1,-1
4,4,448.60,416.06,47.38,119.06,1.00,-1,-1,-1
4,5,1197.16,101.93,37.51,85.66,1.00,-1,-1,-1
4,6,752.78,616.82,81.24,102.46,1.00,-1,-1,-1
4,7,504.02,289.70,44.17,103.26,1.00,-1,-1,-1
4,8,171.09,295.19,42.86,109.83,1.00,-1,-1,-1
4,9,26.74,535.10,68.73,125.73,1.00,-1,-1,-1
4,10,801.33,77.68,34.42,89.65,1.00,-1,-1,-1
4,11,473.58,148.75,36.74,96.00,1.00,-1,-1,-1
4,12,137.76,21.98,43.14,78.00,1.00,-1,-1,-1
4,13,597.03,57.87,27.60,78.98,1.00,-1,-1,-1
4,14,726.34,32.86,29.36,70.10,1.00,-1,-1,-1
4,15,531.96,47.99,29.96,83.80,1.00,-1,-1,-1
4,16,567.91,44.95,27.09,84.24,1.00,-1,-1,-1
4,17,1117.91,7.08,35.90,86.71,1.00,-1,-1,-1
4,18,1077.76,11.08,27.32,73.85,1.00,-1,-1,-1
4,19,777.62,95.77,32.90,86.57,1.00,-1,-1,-1
4,22,616.23,120.18,37.90,92.16,1.00,-1,-1,-1
4,26,1126.71,111.82,44.91,87.77,1.00,-1,-1,-1
5,1,759.70,324.08,45.85,92.11,1.00,-1,-1,-1
5,2,979.56,323.54,53.26,108.73,1.00,-1,-1,-1
5,3,971.02,217.94,45.16,105.49,1.00,-1,-1,-1
5,4,449.01,413.05,47.04,118.00,1.00,-1,-1,-1
5,5,1197.05,102.31,38.06,86.68,1.00,-1,-1,-1
