2,1,935.41,468.78,74.72,123.22,1.00,-1,-1,-1
2,2,445.62,423.55,52.36,133.44,1.00,-1,-1,-1
2,3,758.61,331.36,48.79,99.46,1.00,-1,-1,-1
2,4,501.90,294.38,49.02,115.24,1.00,-1,-1,-1
2,5,24.15,532.81,71.56,126.22,1.00,-1,-1,-1
2,6,170.26,294.82,46.83,112.18,1.00,-1,-1,-1
2,7,755.73,623.86,77.28,95.14,1.00,-1,-1,-1
2,8,967.65,215.05,45.37,108.17,1.00,-1,-1,-1
2,9,471.92,153.36,39.97,95.38,1.00,-1,-1,-1
2,10,616.91,118.57,40.40,92.30,1.00,-1,-1,-1
2,11,978.01,319.86,51.83,112.42,1.00,-1,-1,-1
3,1,933.62,469.02,74.29,122.21,1.00,-1,-1,-1
3,2,446.99,419.53,50.98,129.88,1.00,-1,-1,-1
3,3,758.67,328.42,47.94,97.47,1.00,-1,-1,-1
3,4,502.77,292.24,47.62,111.97,1.00,-1,-1,-1
3,5,24.81,533.88,71.40,125.98,1.00,-1,-1,-1
3,6,169.91,295.89,46.14,110.34,1.00,-1,-1,-1
3,7,754.67,620.44,79.63,98.56,1.00,-1,-1,-1
3,8,968.98,215.91,44.91,107.07,1.00,-1,-1,-1
3,9,471.89,150.44,40.29,96.36,1.00,-1,-1,-1
3,10,616.66,119.13,40.65,92.93,1.00,-1,-1,-1
3,11,978.70,321.02,51.57,111.91,1.00,-1,-1,-1
4,1,932.29,469.08,74.33,121.91,1.00,-1,-1,-1
4,2,448.18,416.17,49.70,126.55,1.00,-1,-1,-1
4,3,759.14,326.10,46.76,94.63,1.00,-1,-1,-1
4,4,503.52,289.40,46.18,108.69,1.00,-1,-1,-1
4,5,25.77,534.92,70.52,124.44,1.00,-1,-1,-1
4,6,169.20,296.93,45.71,109.06,1.00,-1,-1,-1
4,7,753.45,616.54,82.14,102.46,1.00,-1,-1,-1
4,8,970.72,217.63,44.25,105.28,1.00,-1,-1,-1
4,9,472.15,148.87,40.57,97.46,1.00,-1,-1,-1
4,10,616.61,119.99,40.70,93.11,1.00,-1,-1,-1
4,11,979.56,322.06,50.89,110.31,1.00,-1,-1,-1
4,21,229.00,328.98,39.00,99.00,1.00,-1,-1,-1
4,22,255.70,341.00,47.62,106.22,1.00,-1,-1,-1
4,23,381.28,185.03,38.23,93.97,1.00,-1,-1,-1
5,1,931.04,469.81,73.96,121.12,1.00,-1,-1,-1
5,2,449.16,413.04,48.01,121.92,1.00,-1,-1,-1
5,3,759.37,323.99,46.23,93.03,1.00,-1,-1,-1
5,4,503.88,287.11,45.43,106.97,1.00,-1,-1,-1
5,5,25.72,535.22,70.17,123.94,1.00,-1,-1,-1
5,6,168.71,297.95,45.45,107.98,1.00,-1,-1,-1
5,7,752.21,612.51,83.94,105.80,1.00,-1,-1,-1
5,8,972.06,218.89,43.84,104.02,1.00,-1,-1,-1
5,9,472.15,147.72,40.81,98.56,1.00,-1,-1,-1
5,10,616.61,121.67,40.68,93.15,1.00,-1,-1,-1
5,11,979.94,323.06,50.42,109.09,1.00,-1,-1,-1
5,21,228.86,328.19,39.29,99.76,1.00,-1,-1,-1
5,22,256.02,340.23,47.78,106.74,1.00,-1,-1,-1
5,23,382.08,186.63,37.68,92.37,1.00,-1,-1,-1
5,24,728.00,34.80,28.00,71.00,1.00,-1,-1,-1
6,1,929.92,470.04,73.93,120.87,1.00,-1,-1,-1
6,2,449.39,409.28,48.31,122.65,1.00,-1,-1,-1
6,3,759.49,322.68,45.25,90.43,1.00,-1,-1,-1
6,4,503.47,285.02,44.80,105.76,1.00,-1,-1,-1
6,5,26.26,535.99,69.60,123.10,1.00,-1,-1,-1
6,6,167.84,300.38,46.13,109.08,1.00,-1,-1,-1
6,7,750.89,607.77,86.32,110.29,1.00,-1,-1,-1
6,8,971.99,220.69,44.64,105.79,1.00,-1,-1,-1
6,9,472.16,146.71,40.85,98.95,1.00,-1,-1,-1
6,10,616.40,122.91,40.43,92.45,1.00,-1,-1,-1
6,11,981.39,324.76,49.69,107.31,1.00,-1,-1,-1
6,21,228.82,327.95,39.37,100.01,1.00,-1,-1,-1
6,22,255.75,339.99,47.82,106.93,1.00,-1,-1,-1
6,23,382.41,187.85,37.31,91.15,1.00,-1,-1,-1
6,24,727.86,35.07,28.29,71.76,1.00,-1,-1,-1
6,25,1235.88,444.38,42.25,126.53,1.00,-1,-1,-1
7,1,927.28,471.50,73.00,119.42,1.00,-1,-1,-1
7,2,449.37,405.33,49.27,125.09,1.00,-1,-1,-1
7,3,759.70,319.51,45.99,91.73,1.00,-1,-1,-1
7,4,502.39,282.29,44.34,105.43,1.00,-1,-1,-1
7,5,27.89,537.62,68.57,121.44,1.00,-1,-1,-1
7,6,166.25,303.95,48.31,113.65,1.00,-1,-1,-1
7,7,747.52,600.81,90.99,118.47,1.00,-1,-1,-1
7,8,972.89,224.03,45.76,108.51,1.00,-1,-1,-1
7,9,472.07,145.74,41.04,99.76,1.00,-1,-1,-1
7,10,616.31,123.99,40.36,92.18,1.00,-1,-1,-1
7,11,983.00,327.40,49.29,106.04,1.00,-1,-1,-1
7,21,229.27,327.88,39.17,99.36,1.00,-1,-1,-1
7,22,256.05,339.92,47.75,106.99,1.00,-1,-1,-1
7,23,383.00,190.39,36.21,87.89,1.00,-1,-1,-1
7,24,728.21,35.87,28.32,72.01,1.00,-1,-1,-1
7,25,1236.50,439.96,41.04,122.54,1.00,-1,-1,-1
8,1,925.78,472.01,72.50,118.92,1.00,-1,-1,-1
8,2,449.28,402.00,50.43,128.07,1.00,-1,-1,-1
8,3,760.42,317.79,46.34,92.23,1.00,-1,-1,-1
8,4,501.83,280.03,44.53,106.77,1.00,-1,-1,-1
